seq,tracklet_key,video,camera,start_frame,end_frame,n_dets,avg_conf,predicted_global_id,component_label,component_size,prediction_confidence,decision_status,component_internal_edges,component_internal_prob_median,component_internal_score_median,component_external_prob_max,component_margin_prob
501,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:314:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,33876,34059,180,0.838817,96000021,19,225,0.7,forced_component,0,0.0,0.0,0.0,0.0
502,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:315:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,33907,34160,228,0.840159,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
503,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:316:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,33959,33966,8,0.656264,96000043,40,1,0.15,forced_singleton,0,0.0,0.0,0.0,0.0
504,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:317:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,33991,34070,60,0.642513,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
505,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:318:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,34012,34191,134,0.769002,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
506,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:319:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,34100,34154,27,0.703251,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
507,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:31:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10180,10468,258,0.777762,96000044,41,130,0.7,forced_component,0,0.0,0.0,0.0,0.0
508,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:320:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,34109,34280,138,0.812381,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
509,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:321:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,34230,34290,50,0.689107,960000351,87,145,0.7,forced_component,0,0.0,0.0,0.0,0.0
510,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:322:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,34247,34361,108,0.791534,960000350,86,161,0.7,forced_component,0,0.0,0.0,0.0,0.0
511,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:32:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10239,10538,300,0.814649,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
512,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:33:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10276,10575,300,0.870804,96000029,27,178,0.7,forced_component,0,0.0,0.0,0.0,0.0
513,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:34:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10328,10371,33,0.626097,96000044,41,130,0.7,forced_component,0,0.0,0.0,0.0,0.0
514,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:35:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10356,10526,161,0.859592,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
515,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:36:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10480,10517,12,0.767017,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
516,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:37:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10487,10654,167,0.877813,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
517,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:38:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10496,10795,289,0.869033,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
518,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:39:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10539,10838,300,0.802385,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
519,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:3:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,7001,7203,201,0.77166,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
520,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:40:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10576,10875,300,0.863097,96000029,27,178,0.7,forced_component,0,0.0,0.0,0.0,0.0
521,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:41:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10654,10953,226,0.818683,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
523,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:43:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10754,11053,179,0.768158,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
524,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:44:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10796,10827,31,0.842555,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
525,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:45:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10824,10974,151,0.85265,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
526,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:46:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10839,11138,300,0.820669,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
527,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:47:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10876,11175,300,0.798271,96000029,27,178,0.7,forced_component,0,0.0,0.0,0.0,0.0
528,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:48:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10920,11219,256,0.846555,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
529,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:49:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,10954,11253,227,0.786588,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
530,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:4:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,7172,7180,3,0.609842,96000045,42,1,0.15,forced_singleton,0,0.0,0.0,0.0,0.0
531,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:50:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11054,11109,29,0.805173,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
532,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:51:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11139,11438,300,0.822885,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
533,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:52:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11153,11178,26,0.561938,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
534,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:53:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11176,11475,300,0.828416,96000029,27,178,0.7,forced_component,0,0.0,0.0,0.0,0.0
535,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:54:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11205,11504,262,0.854112,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
536,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:55:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11220,11360,38,0.695276,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
537,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:56:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11232,11259,28,0.456843,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
538,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:57:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11254,11370,117,0.843799,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
540,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:59:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11370,11669,300,0.807577,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
541,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:5:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,8319,8525,171,0.734587,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
543,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:61:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11439,11738,300,0.821327,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
544,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:62:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11476,11775,300,0.810231,96000029,27,178,0.7,forced_component,0,0.0,0.0,0.0,0.0
545,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:63:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11505,11804,300,0.849889,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
546,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:64:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11546,11585,18,0.558792,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
548,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:66:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11670,11969,300,0.834493,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
549,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:67:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11739,12038,300,0.822963,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
550,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:68:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11756,11764,4,0.554341,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
552,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:6:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,8346,8403,33,0.623066,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
553,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:70:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11776,12075,289,0.749096,96000029,27,178,0.7,forced_component,0,0.0,0.0,0.0,0.0
554,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:71:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11805,12104,300,0.854795,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
556,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:73:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,11970,12269,274,0.844301,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
559,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:76:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12031,12082,34,0.841797,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
560,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:77:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12039,12338,300,0.814746,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
561,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:78:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12076,12375,297,0.74629,96000029,27,178,0.7,forced_component,0,0.0,0.0,0.0,0.0
562,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:79:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12105,12404,300,0.85618,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
563,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:7:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,8368,8649,282,0.874873,960000351,87,145,0.7,forced_component,0,0.0,0.0,0.0,0.0
564,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:80:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12270,12569,300,0.898257,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
565,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:81:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12339,12349,10,0.464596,96000046,43,94,0.7,forced_component,0,0.0,0.0,0.0,0.0
566,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:82:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12344,12618,237,0.741067,96000013,12,223,0.7,forced_component,0,0.0,0.0,0.0,0.0
567,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:83:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12360,12659,300,0.805954,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
568,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:84:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12376,12500,123,0.687314,96000029,27,178,0.7,forced_component,0,0.0,0.0,0.0,0.0
569,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:85:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12380,12403,16,0.744688,96000013,12,223,0.7,forced_component,0,0.0,0.0,0.0,0.0
570,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:86:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12382,12539,121,0.695693,96002329,78,168,0.7,forced_component,0,0.0,0.0,0.0,0.0
571,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:87:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12405,12704,272,0.851766,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
572,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:88:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12470,12659,190,0.841216,96000025,23,156,0.7,forced_component,0,0.0,0.0,0.0,0.0
573,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:89:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12498,12593,85,0.76148,96000019,18,90,0.7,forced_component,0,0.0,0.0,0.0,0.0
574,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:8:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,8508,8554,47,0.837306,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
575,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:90:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12502,12565,51,0.79832,96000009,8,75,0.7,forced_component,0,0.0,0.0,0.0,0.0
576,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:91:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12509,12523,10,0.293801,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
577,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:92:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12540,12733,192,0.843964,96000021,19,225,0.7,forced_component,0,0.0,0.0,0.0,0.0
578,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:93:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12552,12595,43,0.792034,96000013,12,223,0.7,forced_component,0,0.0,0.0,0.0,0.0
579,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:94:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12570,12869,300,0.880611,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
580,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:95:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12592,12720,105,0.544589,96000019,18,90,0.7,forced_component,0,0.0,0.0,0.0,0.0
581,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:96:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12621,12651,31,0.733908,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
582,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:97:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12660,12959,300,0.745568,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
583,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8:98:0,vlincs_MS01_MC0001_MCAM00_2024-03-Tc8,MCAM00,12685,12758,60,0.665887,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
587,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:100:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,2476,2602,127,0.834928,96000038,35,210,0.7,forced_component,0,0.0,0.0,0.0,0.0
588,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:101:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,2479,2778,300,0.376749,96000047,44,180,0.7,forced_component,0,0.0,0.0,0.0,0.0
589,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:102:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,2565,2864,300,0.927859,96002329,78,168,0.7,forced_component,0,0.0,0.0,0.0,0.0
590,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:103:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,2567,2866,300,0.909912,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
592,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:105:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,2687,2986,300,0.608824,96000047,44,180,0.7,forced_component,0,0.0,0.0,0.0,0.0
593,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:106:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,2700,2999,300,0.470286,96000007,6,216,0.7,forced_component,0,0.0,0.0,0.0,0.0
594,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:107:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,2715,3014,300,0.921045,96000033,31,203,0.7,forced_component,0,0.0,0.0,0.0,0.0
595,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:108:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,2735,3034,300,0.900658,96000014,13,214,0.7,forced_component,0,0.0,0.0,0.0,0.0
596,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:109:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,2752,3051,300,0.543544,960000483,91,55,0.7,forced_component,0,0.0,0.0,0.0,0.0
597,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:10:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,103,211,98,0.614465,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
598,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:110:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,2779,3078,300,0.345332,96000041,38,49,0.7,forced_component,0,0.0,0.0,0.0,0.0
599,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:111:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,2865,3164,300,0.919095,96002329,78,168,0.7,forced_component,0,0.0,0.0,0.0,0.0
600,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:112:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,2867,3166,300,0.888348,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
603,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:115:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,2987,3286,295,0.557771,96000047,44,180,0.7,forced_component,0,0.0,0.0,0.0,0.0
604,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:116:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3000,3299,295,0.474646,96000007,6,216,0.7,forced_component,0,0.0,0.0,0.0,0.0
605,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:117:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3015,3314,300,0.923158,96000033,31,203,0.7,forced_component,0,0.0,0.0,0.0,0.0
606,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:118:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3028,3327,299,0.402401,96000038,35,210,0.7,forced_component,0,0.0,0.0,0.0,0.0
607,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:119:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3035,3334,300,0.908333,96000014,13,214,0.7,forced_component,0,0.0,0.0,0.0,0.0
608,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:11:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,300,599,300,0.91872,96000007,6,216,0.7,forced_component,0,0.0,0.0,0.0,0.0
609,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:120:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3052,3351,300,0.500603,960000483,91,55,0.7,forced_component,0,0.0,0.0,0.0,0.0
610,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:121:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3079,3378,250,0.337017,960000202,82,19,0.68,forced_component,0,0.0,0.0,0.0,0.0
611,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:122:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3165,3464,300,0.895635,96002329,78,168,0.7,forced_component,0,0.0,0.0,0.0,0.0
612,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:123:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3167,3466,300,0.907214,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
614,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:125:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3287,3586,300,0.669272,96000047,44,180,0.7,forced_component,0,0.0,0.0,0.0,0.0
615,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:126:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3300,3599,300,0.490648,96000007,6,216,0.7,forced_component,0,0.0,0.0,0.0,0.0
616,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:127:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3315,3614,300,0.927845,96000033,31,203,0.7,forced_component,0,0.0,0.0,0.0,0.0
617,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:128:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3328,3627,280,0.455236,96000038,35,210,0.7,forced_component,0,0.0,0.0,0.0,0.0
618,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:129:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3335,3634,300,0.910115,96000014,13,214,0.7,forced_component,0,0.0,0.0,0.0,0.0
619,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:12:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,300,599,300,0.881833,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
620,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:130:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3352,3651,300,0.583374,960000483,91,55,0.7,forced_component,0,0.0,0.0,0.0,0.0
622,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:132:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3379,3678,299,0.403979,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
623,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:133:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3465,3764,292,0.894388,96002329,78,168,0.7,forced_component,0,0.0,0.0,0.0,0.0
624,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:134:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3467,3766,300,0.910061,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
625,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:135:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3587,3886,300,0.663055,96000047,44,180,0.7,forced_component,0,0.0,0.0,0.0,0.0
626,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:136:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3600,3899,300,0.52819,96000007,6,216,0.7,forced_component,0,0.0,0.0,0.0,0.0
627,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:137:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3615,3914,300,0.927114,96000033,31,203,0.7,forced_component,0,0.0,0.0,0.0,0.0
628,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:138:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3628,3927,299,0.507225,96000038,35,210,0.7,forced_component,0,0.0,0.0,0.0,0.0
629,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:139:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3635,3934,300,0.912962,96000014,13,214,0.7,forced_component,0,0.0,0.0,0.0,0.0
630,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:13:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,300,599,300,0.855428,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
631,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6:140:0,vlincs_MS01_MC0001_MCAM03_2024-03-Tc6,MCAM03,3645,3944,264,0.458623,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
